,Title,Type,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
7855,Gila!,Movie,Jim Wynorski,"Bruce Munson, Adrienne Atkins, Christina DeRosa, Madeline Fabian, Bryan Patrick McCulley",2012,13+,91 min,Horror,5.7
7856,Gila!,Movie,Jim Wynorski,"Bruce Munson, Adrienne Atkins, Christina DeRosa, Madeline Fabian, Bryan Patrick McCulley",2012,13+,91 min, Science Fiction,5.7
7857,Method to the Madness of Jerry Lewis,Movie,Gregg Barson,"Jerry Lewis, Alec Baldwin, Chevy Chase, Eddie Murphy, Carl Reiner, Quentin Tarantino, Jerry Seinfeld, Billy Crystal, Carol Burnett, Richard Lewis",2013,ALL,116 min,Comedy,5.7
7858,Method to the Madness of Jerry Lewis,Movie,Gregg Barson,"Jerry Lewis, Alec Baldwin, Chevy Chase, Eddie Murphy, Carl Reiner, Quentin Tarantino, Jerry Seinfeld, Billy Crystal, Carol Burnett, Richard Lewis",2013,ALL,116 min, Documentary,5.7
7859,Acute Misfortune,Movie,Thomas M. Wright,"Daniel Henshall, Toby Wallace, Gillian Jones",2018,16+,92 min,Drama,5.7
7860,Acute Misfortune,Movie,Thomas M. Wright,"Daniel Henshall, Toby Wallace, Gillian Jones",2018,16+,92 min, LGBTQ,5.7
7861,Teary of love,Movie,Emeka Ukaegbu,Ngozi Nwaneto Frank Echeben Joy Ini,2021,16+,77 min,Drama,5.7
7862,Teary of love,Movie,Emeka Ukaegbu,Ngozi Nwaneto Frank Echeben Joy Ini,2021,16+,77 min, Romance,5.7
7863,The Last Time,Movie,Michael Caleo,"Michael Keaton, Brendan Fraser, Amber Valetta, Daniel Stern",2006,R,97 min,Drama,5.7
7864,Write to Kill,Movie,Ruben Preuss,"Scott Valentine, Joan Severance, Chris Mulkey",1991,R,100 min,Drama,5.7
7865,Write to Kill,Movie,Ruben Preuss,"Scott Valentine, Joan Severance, Chris Mulkey",1991,R,100 min, Suspense,5.7
7866,Disco Godfather,Movie,J. Robert Wagoner,"Rudy Ray Moore, Carol Speed, Jimmy Lynch, Jerry Jones, Lady Reed, Hawthorne James",1979,R,98 min,Action,5.7
7867,Disco Godfather,Movie,J. Robert Wagoner,"Rudy Ray Moore, Carol Speed, Jimmy Lynch, Jerry Jones, Lady Reed, Hawthorne James",1979,R,98 min, Drama,5.7
7868,Pawn Shop Chronicles,Movie,Wayne Kramer,"Paul Walker, Elijah Wood, Norman Reedus, Vincent D'Onofrio, Brenden Fraser, Matt Dillon, Thomas Jane",2013,R,112 min,Action,5.7
7869,Pawn Shop Chronicles,Movie,Wayne Kramer,"Paul Walker, Elijah Wood, Norman Reedus, Vincent D'Onofrio, Brenden Fraser, Matt Dillon, Thomas Jane",2013,R,112 min, Comedy,5.7
7870,Luke and Lucy and the Texas Ranger,Movie,"Mark Mertens, Wim Bien",Billy Ray Cyrus,2011,ALL,93 min,Western,5.7
7871,Don't Let Them In,Movie,Mike Dunkin,"Michelle Luther, Aidan O'Neill, Scott Suter, Amanda Hunt",2020,18+,81 min,Horror,5.7
7872,The Amazing Adventure,Movie,Alfred Zeisler,"Cary Grant, Mary Brian, Peter Gawthorne, Henry Kendall, Leon M. Lion, John Turnbull, Arthur Hardy, Iris Ashley, Garry Marsh, Andreas Malandrinos, Alfred Wellesley, Marie Wright, Buena Bent, Quentin McPhearson, Hal Gordon, Charles Farrell, Alf Goddard, Moore Marriott, Frank Stanmore, Johnnie Schofield, Norma Varden",1937,13+,62 min,Comedy,5.7
7873,The Amazing Adventure,Movie,Alfred Zeisler,"Cary Grant, Mary Brian, Peter Gawthorne, Henry Kendall, Leon M. Lion, John Turnbull, Arthur Hardy, Iris Ashley, Garry Marsh, Andreas Malandrinos, Alfred Wellesley, Marie Wright, Buena Bent, Quentin McPhearson, Hal Gordon, Charles Farrell, Alf Goddard, Moore Marriott, Frank Stanmore, Johnnie Schofield, Norma Varden",1937,13+,62 min, Drama,5.7
7874,The Hunting of the President,Movie,"Harry Thomason, Nickolas Perry","Morgan Freeman, Jonathan Alter, Steve Barnes, Paul Begala, Richard Ben-Veniste, Robert S. Bennett, Carl Bernstein, Sidney Blumenthal, James Carville, Bill Clinton, Hillary Clinton, Ann Coulter, Paula Jones, Monica Lewinsky, Jim McDougal, Susan McDougal, Richard Nixon, Jeffrey Toobin, Bob Woodward, Newt Gingrich, Henry Kissinger, Tim Russert",2004,Unknown,90 min,Documentary,5.7
7875,The Hunting of the President,Movie,"Harry Thomason, Nickolas Perry","Morgan Freeman, Jonathan Alter, Steve Barnes, Paul Begala, Richard Ben-Veniste, Robert S. Bennett, Carl Bernstein, Sidney Blumenthal, James Carville, Bill Clinton, Hillary Clinton, Ann Coulter, Paula Jones, Monica Lewinsky, Jim McDougal, Susan McDougal, Richard Nixon, Jeffrey Toobin, Bob Woodward, Newt Gingrich, Henry Kissinger, Tim Russert",2004,Unknown,90 min, Special Interest,5.7
7876,The Hungry,Movie,Bornila Chatterjee,"Antonio Aakeel, Tisca Chopra, Neeraj Kabi, Naseeruddin Shah",2017,18+,99 min,Drama,5.7
7877,The Hungry,Movie,Bornila Chatterjee,"Antonio Aakeel, Tisca Chopra, Neeraj Kabi, Naseeruddin Shah",2017,18+,99 min, International,5.7
7878,Baby Shark and More Kids Songs,Movie,Shannon Jones,"Jackson, Will, Jacinta, Alyssa, Rachel",2018,ALL,52 min,Arts,5.7
7879,Baby Shark and More Kids Songs,Movie,Shannon Jones,"Jackson, Will, Jacinta, Alyssa, Rachel",2018,ALL,52 min, Entertainment,5.7
7880,Baby Shark and More Kids Songs,Movie,Shannon Jones,"Jackson, Will, Jacinta, Alyssa, Rachel",2018,ALL,52 min, and Culture,5.7
7881,Baby Shark and More Kids Songs,Movie,Shannon Jones,"Jackson, Will, Jacinta, Alyssa, Rachel",2018,ALL,52 min, Kids,5.7
7882,Deadly Companions,Movie,Sam Peckinpah,"Maureen O'Hara, Brian Keith, Steve Cochran, Chill Wills, Strother Martin, Will Wright, James O'Hara, Peter O'Crotty, Billy Vaughan, Hank Gobble, Big John Hamilton, Chuck Hayward, Riley Hill, Buck Sharpe, Robert Sheldon",1961,PG-13,100 min,Drama,5.7
7883,Deadly Companions,Movie,Sam Peckinpah,"Maureen O'Hara, Brian Keith, Steve Cochran, Chill Wills, Strother Martin, Will Wright, James O'Hara, Peter O'Crotty, Billy Vaughan, Hank Gobble, Big John Hamilton, Chuck Hayward, Riley Hill, Buck Sharpe, Robert Sheldon",1961,PG-13,100 min, Western,5.7
7884,Starblack,Movie,Giovanni Grimaldi,"Robert Woods, Elga Andersen",1966,13+,93 min,Western,5.7
7885,The Flock,Movie,Andrew Lau,"Richard Gere, Claire Danes, KaDee Strickland, Ray Wise",2007,R,105 min,Drama,5.7
7886,The Flock,Movie,Andrew Lau,"Richard Gere, Claire Danes, KaDee Strickland, Ray Wise",2007,R,105 min, Suspense,5.7
7887,Time of Death,Movie,Frédéric D'Amours,"Kathleen Robertson, Gianpaolo Venuta, Sarah Power, Link Baker, Daniel Fathers",2013,13+,94 min,Suspense,5.7
7888,Lost in Hong Kong,Movie,Zheng Xu,"Zheng Hu, Wei Zhao, Juan Du",2015,16+,114 min,Comedy,5.7
7889,"Barbara Stanwyck & Sterling Hayden in ""Crime of Passion"" - A Film Noir Classic",Movie,Gerd Oswald,"Barbara Stanwyck, Sterling Hayden, Raymond Burr, Fay Wray, Virginia Gray",1956,16+,86 min,Action,5.7
7890,"Barbara Stanwyck & Sterling Hayden in ""Crime of Passion"" - A Film Noir Classic",Movie,Gerd Oswald,"Barbara Stanwyck, Sterling Hayden, Raymond Burr, Fay Wray, Virginia Gray",1956,16+,86 min, Drama,5.7
7891,"Barbara Stanwyck & Sterling Hayden in ""Crime of Passion"" - A Film Noir Classic",Movie,Gerd Oswald,"Barbara Stanwyck, Sterling Hayden, Raymond Burr, Fay Wray, Virginia Gray",1956,16+,86 min, Suspense,5.7
7892,Thiru Thiru Thuru Thuru,Movie,Nandhini JS,"Ajmal Ameer, Rupa Manjari, T. S. B. K. Moulee, Lakshmi Ramakrishnan, Baby Darshan",2009,13+,128 min,Comedy,5.7
7893,Facebook Follies: The Unexpected Consequences of Social Media,Movie,Geoff D'Eon,Unknown,2011,13+,54 min,Special Interest,5.7
7894,The Wrong Car,Movie,"MarVista Entertainment,  Inc.","Danielle Savre, Jackson Davis, Francia Raisa, Christina Elmore",2016,UNRATED,87 min,Suspense,5.7
7895,Zomblies,Movie,David M Reynolds,"David M Reynolds, Christopher Dane",2010,18+,47 min,Horror,5.7
7896,Noddy Saves Christmas,Movie,Davis Doi,Unknown,2004,G,26 min,Animation,5.7
7897,Noddy Saves Christmas,Movie,Davis Doi,Unknown,2004,G,26 min, Special Interest,5.7
7898,A Werewolf In England,Movie,Charlie Steeds,"Rory Wilton, Reece Connolly, Tim Cartwright",2021,18+,85 min,Horror,5.7
7899,Her Final Fury: The Betty Broderick Story Part II,Movie,Dick Lowry,"Meredith Baxter, Stephen Collins, Michelle Johnson, Kelli Williams, Stephen Root, Lin Shaye",1992,PG-13,94 min,Drama,5.7
7900,Her Final Fury: The Betty Broderick Story Part II,Movie,Dick Lowry,"Meredith Baxter, Stephen Collins, Michelle Johnson, Kelli Williams, Stephen Root, Lin Shaye",1992,PG-13,94 min, Suspense,5.7
7901,Here We Go Round the Mulberry Bush,Movie,Clive Donner,"Michael Bates, Barry Evans",1968,13+,97 min,Comedy,5.7
7902,Here's Flash Casey,Movie,Lynn Shores,"Eric Linden, Boots Mallory, Cully Richards, Holmes Herbert, Joseph Crehan, Howard Lang",1938,13+,56 min,Action,5.7
7903,Here's Flash Casey,Movie,Lynn Shores,"Eric Linden, Boots Mallory, Cully Richards, Holmes Herbert, Joseph Crehan, Howard Lang",1938,13+,56 min, Drama,5.7
7904,Here's Flash Casey,Movie,Lynn Shores,"Eric Linden, Boots Mallory, Cully Richards, Holmes Herbert, Joseph Crehan, Howard Lang",1938,13+,56 min, Suspense,5.7
7905,Maradona - the hand of god,Movie,Marco Risi,"Marco Leonardi, Juan Leyrado, Julieta Diaz, Roly Serrano, Luis Machin",2007,13+,113 min,Drama,5.7
7906,Maradona - the hand of god,Movie,Marco Risi,"Marco Leonardi, Juan Leyrado, Julieta Diaz, Roly Serrano, Luis Machin",2007,13+,113 min, Sports,5.7
7907,Hum Aapke Dil Mein Rehte Hain,Movie,Satish Kaushik,"Anil Kapoor, Kajol, Anupam Kher, Shakti Kapoor, Johnny Lever, Rakesh Bedi, Satish Kaushik, Mink Singh, Parmeet Sethi, Smita Jaykar, Sudha Chandran, Gracy Singh, Sadhu Meher, Raju Shrestha, Adi Irani, Dinesh Hingoo",1999,13+,166 min,Comedy,5.7
7908,Hum Aapke Dil Mein Rehte Hain,Movie,Satish Kaushik,"Anil Kapoor, Kajol, Anupam Kher, Shakti Kapoor, Johnny Lever, Rakesh Bedi, Satish Kaushik, Mink Singh, Parmeet Sethi, Smita Jaykar, Sudha Chandran, Gracy Singh, Sadhu Meher, Raju Shrestha, Adi Irani, Dinesh Hingoo",1999,13+,166 min, Drama,5.7
7909,SALOME,Movie,Carlos Saura,"Alda Gomez, Paco Mora, Pere Arquillue",2002,PG-13,82 min,International,5.7
7910,College Kumar,Movie,Hari Santhosh,"Prabhu, Madhubala",2021,13+,113 min,Comedy,5.7
7911,Fratricide,Movie,Ylmaz Arslan,"Xevat Gertan, Erdal Celik, Talas Farzan",2006,PG-13,91 min,Drama,5.7
7912,Daydream Believers: The Monkees Story,Movie,Neil Fearnly,Aaron Lohr,2000,13+,92 min,Action,5.7
7913,Daydream Believers: The Monkees Story,Movie,Neil Fearnly,Aaron Lohr,2000,13+,92 min, Arts,5.7
7914,Daydream Believers: The Monkees Story,Movie,Neil Fearnly,Aaron Lohr,2000,13+,92 min, Entertainment,5.7
7915,Daydream Believers: The Monkees Story,Movie,Neil Fearnly,Aaron Lohr,2000,13+,92 min, and Culture,5.7
7916,Daydream Believers: The Monkees Story,Movie,Neil Fearnly,Aaron Lohr,2000,13+,92 min, Drama,5.7
7917,Barista,Movie,Rock Baijnauth,"Truman Severson, Charles Babinski, Charlie Habegger, Eden-Marie Abramowicz, Ryan Redden",2015,16+,102 min,Documentary,5.7
7918,Barista,Movie,Rock Baijnauth,"Truman Severson, Charles Babinski, Charlie Habegger, Eden-Marie Abramowicz, Ryan Redden",2015,16+,102 min, Special Interest,5.7
7919,Barefoot Boy (1938),Movie,Karl Brown,"Jackie Moran, Marcia Mae Jones, Claire Windsor, Charles D. Brown, Toto the Dog",1938,NR,60 min,Action,5.7
7920,Barefoot Boy (1938),Movie,Karl Brown,"Jackie Moran, Marcia Mae Jones, Claire Windsor, Charles D. Brown, Toto the Dog",1938,NR,60 min, Kids,5.7
7921,Barefoot Boy (1938),Movie,Karl Brown,"Jackie Moran, Marcia Mae Jones, Claire Windsor, Charles D. Brown, Toto the Dog",1938,NR,60 min, Suspense,5.7
7922,Nightjohn,Movie,Charles Burnett,"Beau Bridges, Carl Lumbly, Kathleen York, Allison Jones",1996,18+,96 min,Drama,5.7
7923,Nerungi Vaa Muthamidathe,Movie,Lakshmy Ramakrishnan,"Shabeer Kallarakkal, Piaa Bajpai, Sruthi Hariharan, A. L. Azhagappan, Thambi Ramaiah",2014,13+,103 min,Drama,5.7
7924,My Santa,Movie,Sam Irvin,"Samaire Armstrong, Matthew Lawrence, Julie Brown",2013,PG,84 min,Comedy,5.7
7925,Street of no return,Movie,Samuel Fuller,"Keith Carradine, Valentina Vargas, Bill Duke, Andréa Ferréol, Bernard Fresson, Marc de Jonge, Rebecca Potok, Jacques Martial",1989,16+,92 min,Action,5.7
7926,Street of no return,Movie,Samuel Fuller,"Keith Carradine, Valentina Vargas, Bill Duke, Andréa Ferréol, Bernard Fresson, Marc de Jonge, Rebecca Potok, Jacques Martial",1989,16+,92 min, Drama,5.7
7927,Finding Grace,Movie,Warren Fast,"Erin Gray, Paris Warner, Jasen Wade, Kisha Sharon Oglesby, David Keith",2020,13+,112 min,Drama,5.7
7928,Finding Grace,Movie,Warren Fast,"Erin Gray, Paris Warner, Jasen Wade, Kisha Sharon Oglesby, David Keith",2020,13+,112 min, Kids,5.7
7929,Finding Grace,Movie,Warren Fast,"Erin Gray, Paris Warner, Jasen Wade, Kisha Sharon Oglesby, David Keith",2020,13+,112 min, Special Interest,5.7
7930,Finding Altamira,Movie,Hugh Hudson,"Antonio Banderas, Golshifteh Farahani, Rupert Everett, Clément Sibony, Henry Goodman, Pierre Niney, Irene Escolar",2016,16+,94 min,Drama,5.7
7931,A Husband For Christmas,Movie,David DeCoteau,"Vivica A. Fox, Ricco Ross, Eric Roberts, Dominique Swain, Jason-Shane Scott, Jessica Morris",2016,13+,87 min,Comedy,5.7
7932,A Husband For Christmas,Movie,David DeCoteau,"Vivica A. Fox, Ricco Ross, Eric Roberts, Dominique Swain, Jason-Shane Scott, Jessica Morris",2016,13+,87 min, Drama,5.7
7933,Andy Woodhull: World's Greatest Stepdad,Movie,Isaac Halasima,Andy Woodhull,2018,7+,42 min,Arts,5.7
7934,Andy Woodhull: World's Greatest Stepdad,Movie,Isaac Halasima,Andy Woodhull,2018,7+,42 min, Entertainment,5.7
7935,Andy Woodhull: World's Greatest Stepdad,Movie,Isaac Halasima,Andy Woodhull,2018,7+,42 min, and Culture,5.7
7936,Andy Woodhull: World's Greatest Stepdad,Movie,Isaac Halasima,Andy Woodhull,2018,7+,42 min, Comedy,5.7
7937,Andy Woodhull: World's Greatest Stepdad,Movie,Isaac Halasima,Andy Woodhull,2018,7+,42 min, Special Interest,5.7
7938,EVA,Movie,DANIEL IMASUEN,PEGGY OVIRE,2021,13+,110 min,Drama,5.7
7939,Phenix,Movie,Nicolas Moneuse,"Florent Hill, Louis Sers, Léo Ferrand, Romain Dorn",2020,16+,91 min,Drama,5.7
7940,Naz & Maalik,Movie,Jay Dockendorf,"Curtiss Cook Jr., Kerwin Johnson Jr., Annie Grier, Ashleigh Awusie",2016,18+,85 min,Arthouse,5.7
7941,Naz & Maalik,Movie,Jay Dockendorf,"Curtiss Cook Jr., Kerwin Johnson Jr., Annie Grier, Ashleigh Awusie",2016,18+,85 min, LGBTQ,5.7
7942,Naz & Maalik,Movie,Jay Dockendorf,"Curtiss Cook Jr., Kerwin Johnson Jr., Annie Grier, Ashleigh Awusie",2016,18+,85 min, Romance,5.7
7943,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Movie,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",2006,PG-13,104 min,Arts,5.7
7944,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Movie,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",2006,PG-13,104 min, Entertainment,5.7
7945,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Movie,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",2006,PG-13,104 min, and Culture,5.7
7946,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Movie,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",2006,PG-13,104 min, Comedy,5.7
7947,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Movie,Randall Miller,"Robert Carlyle, John Goodman, Sean Astin, Mary Steenburgen, Marisa Tomei, Donnie Wahlberg, Octavia Spencer, Danny DeVito",2006,PG-13,104 min, Drama,5.7
7948,Supergrid,Movie,Dean Lowell,"Leo Farard, Marshall Williams, Natalie Krill",2018,18+,80 min,Action,5.7
7949,Supergrid,Movie,Dean Lowell,"Leo Farard, Marshall Williams, Natalie Krill",2018,18+,80 min, Science Fiction,5.7
7950,Whoop!,Movie,Kreeti Gogia,Abish Mathew,2018,18+,64 min,Arts,5.7
7951,Whoop!,Movie,Kreeti Gogia,Abish Mathew,2018,18+,64 min, Entertainment,5.7
7952,Whoop!,Movie,Kreeti Gogia,Abish Mathew,2018,18+,64 min, and Culture,5.7
7953,Ring of Fire,Movie,"Richard W. Munchkin, Rick Jacobson","Don ""The Dragon"" Wilson, Maria Ford, Michael DeLano",1991,R,97 min,Action,5.7
7954,Assassination,Movie,Dong-hoon Choi,"Jun Ji-hyun, Jung-jae Lee, Ha Jung-woo",2015,16+,140 min,Action,5.7
7955,Fighting Temptations,Movie,Jonathan Lynn,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson",2003,PG-13,123 min,Arts,5.7
7956,Fighting Temptations,Movie,Jonathan Lynn,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson",2003,PG-13,123 min, Entertainment,5.7
7957,Fighting Temptations,Movie,Jonathan Lynn,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson",2003,PG-13,123 min, and Culture,5.7
7958,Fighting Temptations,Movie,Jonathan Lynn,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson",2003,PG-13,123 min, Comedy,5.7
7959,Fighting Temptations,Movie,Jonathan Lynn,"Beyonce, Cuba Gooding Jr., Wendell Pierce, Faith Evans, Rue McClanahan, Dave Sheridan, Mike Epps, Steve Harvey, LaTanya Richardson Jackson",2003,PG-13,123 min, Faith and Spirituality,5.7
7960,Deadboy and the Elephantmen,Movie,Unknown,Unknown,2011,NR,26 min,Music Videos and Concerts,5.7
7961,Android Uprising,Movie,Andrew Bellware,"Kate Britton, Jared van Heel",2020,18+,81 min,Action,5.7
7962,Android Uprising,Movie,Andrew Bellware,"Kate Britton, Jared van Heel",2020,18+,81 min, Science Fiction,5.7
7963,The Cat in the Hat Knows a Lot About Christmas,Movie,"Steve Neilson, Tony Collingwood","Martin Short, Alexa Torrington, Jacob Ewaniuk, Rob Tinkler",2012,ALL,58 min,Animation,5.7
7964,The Cat in the Hat Knows a Lot About Christmas,Movie,"Steve Neilson, Tony Collingwood","Martin Short, Alexa Torrington, Jacob Ewaniuk, Rob Tinkler",2012,ALL,58 min, Kids,5.7
7965,Loaded Pistols,Movie,John English,"Gene Autry, Barbara Britton, Chill Wills",1953,13+,79 min,Action,5.7
7966,Loaded Pistols,Movie,John English,"Gene Autry, Barbara Britton, Chill Wills",1953,13+,79 min, Arts,5.7
7967,Loaded Pistols,Movie,John English,"Gene Autry, Barbara Britton, Chill Wills",1953,13+,79 min, Entertainment,5.7
7968,Loaded Pistols,Movie,John English,"Gene Autry, Barbara Britton, Chill Wills",1953,13+,79 min, and Culture,5.7
7969,Loaded Pistols,Movie,John English,"Gene Autry, Barbara Britton, Chill Wills",1953,13+,79 min, Music Videos and Concerts,5.7
7970,SURVIVING CHRISTMAS,Movie,Mike Mitchell,"Ben Affleck, James Gandolfini, Christina Applegate, Catherine O'Hara, Josh Zuckerman, Bill Macy",2004,PG-13,91 min,Comedy,5.7
7971,Thaanaa Serndha Koottam,Movie,Vignesh Shivan,"Suriya, Keerthy Suresh, Karthik, Ramya Krishnan, Senthil, Nandha, Suresh Chandra Menon, Sathyan, RJ Balaji, Thambi Ramaiah, Kalaiyarasan, Sudhakar, Anandaraj, Nirosha, Yogi Babu",2018,13+,138 min,Action,5.7
7972,Thaanaa Serndha Koottam,Movie,Vignesh Shivan,"Suriya, Keerthy Suresh, Karthik, Ramya Krishnan, Senthil, Nandha, Suresh Chandra Menon, Sathyan, RJ Balaji, Thambi Ramaiah, Kalaiyarasan, Sudhakar, Anandaraj, Nirosha, Yogi Babu",2018,13+,138 min, Adventure,5.7
7973,Thaanaa Serndha Koottam,Movie,Vignesh Shivan,"Suriya, Keerthy Suresh, Karthik, Ramya Krishnan, Senthil, Nandha, Suresh Chandra Menon, Sathyan, RJ Balaji, Thambi Ramaiah, Kalaiyarasan, Sudhakar, Anandaraj, Nirosha, Yogi Babu",2018,13+,138 min, Comedy,5.7
7974,Popular Nursery Rhymes,Movie,Unknown,"Elly, Eva",2019,ALL,22 min,Kids,5.698
7975,Porky's II: The Next Day,Movie,Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson, Cyril O'Reilly, Tony Ganios, Kaki Hunter",1983,R,98 min,Comedy,5.698
7976,Porky's II: The Next Day,Movie,Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson, Cyril O'Reilly, Tony Ganios, Kaki Hunter",1983,R,98 min, Young Adult Audience,5.698
7977,Man In The Attic,Movie,Hugo Fregonese,"Jack Palance, Constance Ginth, Byron Palmar, Frances Bavier, Rhys Williams, Sean McClory, Leslie Bradley",1954,PG-13,82 min,Drama,5.697
7978,Man In The Attic,Movie,Hugo Fregonese,"Jack Palance, Constance Ginth, Byron Palmar, Frances Bavier, Rhys Williams, Sean McClory, Leslie Bradley",1954,PG-13,82 min, Suspense,5.697
7979,Man From Texas (1948),Movie,Leigh Jason,"Lynn Bari, James Craig, Johnnie Johnston, Una Merkel, Wally Ford",1948,PG,70 min,Western,5.697
7980,The Human Solution,Movie,Mirtha Vega,"David Chafer, Shobi Rae Mclean, Arthur Velarde",2021,13+,100 min,Drama,5.692
7981,The Pack,Movie,Alyssa Rallo Bennett,"Lucie Arnaz, Fiona Choi, Molly Culver, Adam Ferrara, Zach Galligan, Ryan Homchick, Jennifer McCabe, Elisabeth Moss, Michael Pemberton, Roger Robinson",2009,13+,84 min,Drama,5.692
7982,Leap of Faith,Movie,"Zell Miller III, Tawanna Wilkins","Jadyn Marshall, Jaret Washington, Victoria Nash, Dericka Wright, Nathan Wallace, Kenned Monroe, Justice Nicholson, Andrew Anderson, Isaac Okigweh",2021,PG-13,40 min,Arts,5.691
7983,Leap of Faith,Movie,"Zell Miller III, Tawanna Wilkins","Jadyn Marshall, Jaret Washington, Victoria Nash, Dericka Wright, Nathan Wallace, Kenned Monroe, Justice Nicholson, Andrew Anderson, Isaac Okigweh",2021,PG-13,40 min, Entertainment,5.691
7984,Leap of Faith,Movie,"Zell Miller III, Tawanna Wilkins","Jadyn Marshall, Jaret Washington, Victoria Nash, Dericka Wright, Nathan Wallace, Kenned Monroe, Justice Nicholson, Andrew Anderson, Isaac Okigweh",2021,PG-13,40 min, and Culture,5.691
7985,Leap of Faith,Movie,"Zell Miller III, Tawanna Wilkins","Jadyn Marshall, Jaret Washington, Victoria Nash, Dericka Wright, Nathan Wallace, Kenned Monroe, Justice Nicholson, Andrew Anderson, Isaac Okigweh",2021,PG-13,40 min, Drama,5.691
7986,Leap of Faith,Movie,"Zell Miller III, Tawanna Wilkins","Jadyn Marshall, Jaret Washington, Victoria Nash, Dericka Wright, Nathan Wallace, Kenned Monroe, Justice Nicholson, Andrew Anderson, Isaac Okigweh",2021,PG-13,40 min, Kids,5.691
7987,Crime Insiders,Movie,"Frédéric Schoendoerffer, Yann Brion","Benoît Magimel, Béatrice Dallle, Tomer Sisley, Philippe Caubère",2007,18+,103 min,Action,5.691
7988,Crime Insiders,Movie,"Frédéric Schoendoerffer, Yann Brion","Benoît Magimel, Béatrice Dallle, Tomer Sisley, Philippe Caubère",2007,18+,103 min, Suspense,5.691
7989,Sugar Hill,Movie,Paul Maslansky,"Marki Bey, Don Pedro Colley, Robert Quarry, Zara Cully, Charles Robinson, Betty Anne Rees, Richard Lawson",1974,PG,91 min,Horror,5.691
7990,Kural Kumaran | குரல் குமரன் | Mahendran K | Comedy | Romantic,Movie,Mahendran K,"Mahendran K, Madu Iyer, Padhmanabhan, Ajay",2021,ALL,40 min,Comedy,5.691
7991,Kural Kumaran | குரல் குமரன் | Mahendran K | Comedy | Romantic,Movie,Mahendran K,"Mahendran K, Madu Iyer, Padhmanabhan, Ajay",2021,ALL,40 min, Drama,5.691
7992,Sudden Terror: The Hijacking of Schoolbus 17,Movie,Paul Schneider,"Maria Conchita Alonso, Marcy Walker, Michael Paul Chan",1996,16+,92 min,Drama,5.691
7993,Michael Gelbart: All New Smash Hits,Movie,Dan Holmes,Michael Gelbart,2021,18+,51 min,Arts,5.684
7994,Michael Gelbart: All New Smash Hits,Movie,Dan Holmes,Michael Gelbart,2021,18+,51 min, Entertainment,5.684
7995,Michael Gelbart: All New Smash Hits,Movie,Dan Holmes,Michael Gelbart,2021,18+,51 min, and Culture,5.684
7996,Michael Gelbart: All New Smash Hits,Movie,Dan Holmes,Michael Gelbart,2021,18+,51 min, Comedy,5.684
7997,Michael Gelbart: All New Smash Hits,Movie,Dan Holmes,Michael Gelbart,2021,18+,51 min, Special Interest,5.684
7998,Death Clique,Movie,Doug Campbell,"Barbara Alyn Woods, Tina Ivlev, Lexi Ainsworth",2015,13+,89 min,Drama,5.684
7999,Death Clique,Movie,Doug Campbell,"Barbara Alyn Woods, Tina Ivlev, Lexi Ainsworth",2015,13+,89 min, Suspense,5.684
8000,Mumbai Saga,Movie,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty, Kajal Agarwal, Pratiek Babbar, Gulshan Grover, Amole Gupte, Rohit Bose Roy",2021,18+,126 min,Action,5.684
8001,Mumbai Saga,Movie,Sanjay Gupta,"John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty, Kajal Agarwal, Pratiek Babbar, Gulshan Grover, Amole Gupte, Rohit Bose Roy",2021,18+,126 min, Drama,5.684
