,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
1428,"My Dog, the Thief",Movie,Robert Stevenson,"Dwayne Hickman, Mary Mobley, Elsa Lanchester, Joe Flynn, Roger Carmel, Mickey Shaughnessy",1969,"February 14, 2020",TV-PG,89 min,Action-Adventure,6.6
1429,"My Dog, the Thief",Movie,Robert Stevenson,"Dwayne Hickman, Mary Mobley, Elsa Lanchester, Joe Flynn, Roger Carmel, Mickey Shaughnessy",1969,"February 14, 2020",TV-PG,89 min, Comedy,6.6
1430,"My Dog, the Thief",Movie,Robert Stevenson,"Dwayne Hickman, Mary Mobley, Elsa Lanchester, Joe Flynn, Roger Carmel, Mickey Shaughnessy",1969,"February 14, 2020",TV-PG,89 min, Family,6.6
1431,Right on Track,Movie,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",2003,"November 12, 2019",TV-G,88 min,Buddy,6.6
1432,Right on Track,Movie,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",2003,"November 12, 2019",TV-G,88 min, Family,6.6
1433,Right on Track,Movie,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",2003,"November 12, 2019",TV-G,88 min, Sports,6.6
1434,Muppet Treasure Island,Movie,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",1996,"November 12, 2019",G,101 min,Action-Adventure,6.6
1435,Muppet Treasure Island,Movie,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",1996,"November 12, 2019",G,101 min, Comedy,6.6
1436,Muppet Treasure Island,Movie,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",1996,"November 12, 2019",G,101 min, Family,6.6
1437,The Finest Hours,Movie,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Kyle Gallner",2016,"March 6, 2020",PG-13,119 min,Action-Adventure,6.6
1438,The Finest Hours,Movie,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Kyle Gallner",2016,"March 6, 2020",PG-13,119 min, Disaster,6.6
1439,The Finest Hours,Movie,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Kyle Gallner",2016,"March 6, 2020",PG-13,119 min, Drama,6.6
1440,Three Blind Mouseketeers,Movie,Dave Hand,"Pinto Colvig, Billy Bletcher",1936,"November 12, 2019",TV-Y7,9 min,Animation,6.6
1441,Three Blind Mouseketeers,Movie,Dave Hand,"Pinto Colvig, Billy Bletcher",1936,"November 12, 2019",TV-Y7,9 min, Family,6.6
1442,Three Blind Mouseketeers,Movie,Dave Hand,"Pinto Colvig, Billy Bletcher",1936,"November 12, 2019",TV-Y7,9 min, Parody,6.6
1443,Solo: A Star Wars Story,Movie,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",2018,"July 10, 2020",PG-13,135 min,Action-Adventure,6.6
1444,Solo: A Star Wars Story,Movie,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",2018,"July 10, 2020",PG-13,135 min, Crime,6.6
1445,Solo: A Star Wars Story,Movie,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",2018,"July 10, 2020",PG-13,135 min, Science Fiction,6.6
1446,Sacred Planet,Movie,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",2004,"November 12, 2019",G,47 min,Animals & Nature,6.6
1447,Sacred Planet,Movie,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",2004,"November 12, 2019",G,47 min, Documentary,6.6
1448,Sacred Planet,Movie,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud",2004,"November 12, 2019",G,47 min, Family,6.6
1449,Marvel Rising: Playing With Fire,Movie,Sol Choi,"Dee Baker, Dove Cameron, Gary Cole, Kathreen Khavari, Meera Kumbhani, Tony Mirrcandani",2019,"February 21, 2020",TV-Y7,45 min,Action-Adventure,6.6
1450,Marvel Rising: Playing With Fire,Movie,Sol Choi,"Dee Baker, Dove Cameron, Gary Cole, Kathreen Khavari, Meera Kumbhani, Tony Mirrcandani",2019,"February 21, 2020",TV-Y7,45 min, Animation,6.6
1451,Marvel Rising: Playing With Fire,Movie,Sol Choi,"Dee Baker, Dove Cameron, Gary Cole, Kathreen Khavari, Meera Kumbhani, Tony Mirrcandani",2019,"February 21, 2020",TV-Y7,45 min, Coming of Age,6.6
1452,The Olympic Champ,Movie,Jack Kinney,Unknown,1942,"November 12, 2019",TV-G,7 min,Animation,6.6
1453,The Olympic Champ,Movie,Jack Kinney,Unknown,1942,"November 12, 2019",TV-G,7 min, Comedy,6.6
1454,The Olympic Champ,Movie,Jack Kinney,Unknown,1942,"November 12, 2019",TV-G,7 min, Family,6.6
1455,Iron Will,Movie,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",1994,"November 12, 2019",PG,109 min,Action-Adventure,6.6
1456,Iron Will,Movie,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",1994,"November 12, 2019",PG,109 min, Coming of Age,6.6
1457,Iron Will,Movie,Charles Haid,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, Brian Cox, George Gerdes",1994,"November 12, 2019",PG,109 min, Family,6.6
1458,Expedition Everest,Movie,Katie Bauer Murdock,Tate Donovan,2020,"February 5, 2021",TV-PG,45 min,Animals & Nature,6.6
1459,Expedition Everest,Movie,Katie Bauer Murdock,Tate Donovan,2020,"February 5, 2021",TV-PG,45 min, Documentary,6.6
1460,Tuck Everlasting,Movie,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",2002,"November 12, 2019",PG,91 min,Coming of Age,6.6
1461,Tuck Everlasting,Movie,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",2002,"November 12, 2019",PG,91 min, Drama,6.6
1462,Tuck Everlasting,Movie,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",2002,"November 12, 2019",PG,91 min, Fantasy,6.6
1463,Miracle Landing on the Hudson,Movie,Unknown,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",2014,"November 12, 2019",TV-G,44 min,Action-Adventure,6.6
1464,Miracle Landing on the Hudson,Movie,Unknown,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",2014,"November 12, 2019",TV-G,44 min, Documentary,6.6
1465,Recess: School's Out,Movie,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",2001,"November 12, 2019",G,87 min,Animation,6.6
1466,Recess: School's Out,Movie,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",2001,"November 12, 2019",G,87 min, Comedy,6.6
1467,Recess: School's Out,Movie,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall",2001,"November 12, 2019",G,87 min, Family,6.6
1468,A Pre-Opening Report from Disneyland,Movie,Wilfred Jackson,"Walt Disney, Winston Hibler",1955,"July 17, 2020",TV-PG,55 min,Documentary,6.6
1469,A Pre-Opening Report from Disneyland,Movie,Wilfred Jackson,"Walt Disney, Winston Hibler",1955,"July 17, 2020",TV-PG,55 min, Family,6.6
1470,A Pre-Opening Report from Disneyland,Movie,Wilfred Jackson,"Walt Disney, Winston Hibler",1955,"July 17, 2020",TV-PG,55 min, Historical,6.6
1471,Pompeii: Secrets Of The Dead,Movie,Ben Finney,Maite Jauregui,2019,"October 23, 2020",TV-PG,45 min,Documentary,6.6
1472,Pompeii: Secrets Of The Dead,Movie,Ben Finney,Maite Jauregui,2019,"October 23, 2020",TV-PG,45 min, Historical,6.6
1473,Pirates of the Caribbean: Dead Men Tell No Tales,Movie,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani",2017,"July 24, 2020",PG-13,129 min,Action-Adventure,6.6
1474,Pirates of the Caribbean: Dead Men Tell No Tales,Movie,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani",2017,"July 24, 2020",PG-13,129 min, Fantasy,6.6
1475,Recess: Taking the 5th Grade,Movie,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",2003,"November 12, 2019",G,63 min,Animation,6.6
1476,Recess: Taking the 5th Grade,Movie,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",2003,"November 12, 2019",G,63 min, Comedy,6.6
1477,Recess: Taking the 5th Grade,Movie,Howy Parkins,"Rickey Collins, Jason Davis, Myles Jeffrey, Ashley Johnson, Courtland Mead, Pamela Adlon",2003,"November 12, 2019",G,63 min, Family,6.6
1478,High School Musical 3: Senior Year,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2008,"November 12, 2019",G,121 min,Coming of Age,6.6
1479,High School Musical 3: Senior Year,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2008,"November 12, 2019",G,121 min, Family,6.6
1480,High School Musical 3: Senior Year,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",2008,"November 12, 2019",G,121 min, Musical,6.6
1481,That Darn Cat!,Movie,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",1965,"November 12, 2019",G,116 min,Animals & Nature,6.6
1482,That Darn Cat!,Movie,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",1965,"November 12, 2019",G,116 min, Comedy,6.6
1483,That Darn Cat!,Movie,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",1965,"November 12, 2019",G,116 min, Family,6.6
1484,The Ugly Dachshund,Movie,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",1966,"November 12, 2019",TV-G,93 min,Animals & Nature,6.6
1485,The Ugly Dachshund,Movie,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",1966,"November 12, 2019",TV-G,93 min, Comedy,6.6
1486,The Ugly Dachshund,Movie,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",1966,"November 12, 2019",TV-G,93 min, Family,6.6
1487,Oklahoma!,Movie,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",1956,"April 30, 2021",TV-PG,148 min,Musical,6.599
1488,Oklahoma!,Movie,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",1956,"April 30, 2021",TV-PG,148 min, Romance,6.599
1489,Oklahoma!,Movie,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",1956,"April 30, 2021",TV-PG,148 min, Western,6.599
1490,LEGO Star Wars Holiday Special,Movie,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",2020,"November 17, 2020",TV-Y7-FV,48 min,Action-Adventure,6.598
1491,LEGO Star Wars Holiday Special,Movie,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",2020,"November 17, 2020",TV-Y7-FV,48 min, Animation,6.598
1492,LEGO Star Wars Holiday Special,Movie,Ken Cunningham,"Helen Sadler, Omar Miller, Jake Green, Kelly Marie Tran, Trevor Devall, Matt Sloan",2020,"November 17, 2020",TV-Y7-FV,48 min, Comedy,6.598
1493,The Thirteenth Year,Movie,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",1999,"November 12, 2019",TV-G,89 min,Coming of Age,6.593
1494,The Thirteenth Year,Movie,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",1999,"November 12, 2019",TV-G,89 min, Fantasy,6.593
1495,Lou,Movie,Dave Mullins,Unknown,2017,"November 12, 2019",G,7 min,Action-Adventure,6.584
1496,Lou,Movie,Dave Mullins,Unknown,2017,"November 12, 2019",G,7 min, Animation,6.584
1497,Lou,Movie,Dave Mullins,Unknown,2017,"November 12, 2019",G,7 min, Comedy,6.584
1498,The Lion King 1 1/2,Movie,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume",2004,"November 12, 2019",G,80 min,Action-Adventure,6.581
1499,The Lion King 1 1/2,Movie,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume",2004,"November 12, 2019",G,80 min, Animation,6.581
1500,The Lion King 1 1/2,Movie,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume",2004,"November 12, 2019",G,80 min, Comedy,6.581
1501,On Ice,Movie,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner",1935,"April 3, 2020",TV-G,9 min,Animation,6.581
1502,On Ice,Movie,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner",1935,"April 3, 2020",TV-G,9 min, Comedy,6.581
1503,On Ice,Movie,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner",1935,"April 3, 2020",TV-G,9 min, Family,6.581
1504,Hawaiian Holiday,Movie,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",1937,"November 12, 2019",TV-G,9 min,Animation,6.578
1505,Hawaiian Holiday,Movie,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",1937,"November 12, 2019",TV-G,9 min, Comedy,6.578
1506,Hawaiian Holiday,Movie,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",1937,"November 12, 2019",TV-G,9 min, Family,6.578
1507,Growing Fangs,Movie,Ann Marie Pace,"Keyla Monterroso Mejia, Cristela Alonzo, Grace Song, Olivia Sullivent, Gilberto Ortiz, Sean Burgos",2021,"May 28, 2021",TV-PG,20 min,Coming of Age,6.577
1508,Growing Fangs,Movie,Ann Marie Pace,"Keyla Monterroso Mejia, Cristela Alonzo, Grace Song, Olivia Sullivent, Gilberto Ortiz, Sean Burgos",2021,"May 28, 2021",TV-PG,20 min, Fantasy,6.577
1509,The Simpsons in Plusaversary,Movie,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Tress MacNeille, Hank Azaria",2021,"November 12, 2021",TV-PG,6 min,Animation,6.575
1510,The Simpsons in Plusaversary,Movie,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Tress MacNeille, Hank Azaria",2021,"November 12, 2021",TV-PG,6 min, Comedy,6.575
1511,Night at the Museum,Movie,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry",2006,"April 2, 2021",PG,109 min,Action-Adventure,6.573
1512,Night at the Museum,Movie,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry",2006,"April 2, 2021",PG,109 min, Comedy,6.573
1513,Night at the Museum,Movie,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry",2006,"April 2, 2021",PG,109 min, Family,6.573
1514,Boundin',Movie,Bud Luckey,Bud Luckey,2004,"November 12, 2019",G,6 min,Animation,6.572
1515,Boundin',Movie,Bud Luckey,Bud Luckey,2004,"November 12, 2019",G,6 min, Family,6.572
1516,Boundin',Movie,Bud Luckey,Bud Luckey,2004,"November 12, 2019",G,6 min, Kids,6.572
1517,High School Musical,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2006,"November 12, 2019",TV-G,100 min,Coming of Age,6.568
1518,High School Musical,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2006,"November 12, 2019",TV-G,100 min, Musical,6.568
1519,High School Musical,Movie,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",2006,"November 12, 2019",TV-G,100 min, Romance,6.568
1520,Ferdinand the Bull,Movie,Dick Rickard,Unknown,1938,"November 12, 2019",TV-G,8 min,Animation,6.566
1521,Ferdinand the Bull,Movie,Dick Rickard,Unknown,1938,"November 12, 2019",TV-G,8 min, Comedy,6.566
1522,Ferdinand the Bull,Movie,Dick Rickard,Unknown,1938,"November 12, 2019",TV-G,8 min, Family,6.566
1523,Leroy & Stitch,Movie,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",2006,"November 12, 2019",G,76 min,Action-Adventure,6.559
1524,Leroy & Stitch,Movie,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",2006,"November 12, 2019",G,76 min, Animation,6.559
1525,Leroy & Stitch,Movie,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",2006,"November 12, 2019",G,76 min, Comedy,6.559
1526,The Mighty Ducks,Movie,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",1992,"July 3, 2020",PG,104 min,Comedy,6.558
1527,The Mighty Ducks,Movie,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",1992,"July 3, 2020",PG,104 min, Drama,6.558
1528,The Mighty Ducks,Movie,Stephen Herek,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling, Josef Sommer, Joshua Jackson",1992,"July 3, 2020",PG,104 min, Sports,6.558
1529,The Adventures of Bullwhip Griffin,Movie,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",1967,"November 12, 2019",TV-PG,111 min,Action-Adventure,6.556
1530,The Adventures of Bullwhip Griffin,Movie,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",1967,"November 12, 2019",TV-PG,111 min, Comedy,6.556
1531,The Adventures of Bullwhip Griffin,Movie,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",1967,"November 12, 2019",TV-PG,111 min, Family,6.556
1532,Perri,Movie,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,1957,"November 12, 2019",G,75 min,Animals & Nature,6.556
1533,Perri,Movie,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,1957,"November 12, 2019",G,75 min, Documentary,6.556
1534,Perri,Movie,"N. Paul Kenworthy, Ralph Wright",Winston Hibler,1957,"November 12, 2019",G,75 min, Family,6.556
1535,Togo,Movie,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",2019,"December 20, 2019",PG,117 min,Action-Adventure,6.556
1536,Togo,Movie,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",2019,"December 20, 2019",PG,117 min, Animals & Nature,6.556
1537,Togo,Movie,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton",2019,"December 20, 2019",PG,117 min, Family,6.556
1538,James and the Giant Peach,Movie,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",1996,"November 12, 2019",PG,81 min,Action-Adventure,6.551
1539,James and the Giant Peach,Movie,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",1996,"November 12, 2019",PG,81 min, Animation,6.551
1540,James and the Giant Peach,Movie,Henry Selick,"Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Paul Terry, Simon Callow, Richard Dreyfuss",1996,"November 12, 2019",PG,81 min, Family,6.551
1541,Alice Through the Looking Glass,Movie,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter",2016,"August 28, 2020",PG,115 min,Action-Adventure,6.551
1542,Alice Through the Looking Glass,Movie,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter",2016,"August 28, 2020",PG,115 min, Fantasy,6.551
1543,The Apple Dumpling Gang,Movie,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",1975,"November 12, 2019",G,100 min,Comedy,6.551
1544,The Apple Dumpling Gang,Movie,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",1975,"November 12, 2019",G,100 min, Family,6.551
1545,The Apple Dumpling Gang,Movie,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",1975,"November 12, 2019",G,100 min, Western,6.551
1546,Star Wars: Attack of the Clones (Episode II),Movie,George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",2002,"November 12, 2019",PG,143 min,Action-Adventure,6.55
1547,Star Wars: Attack of the Clones (Episode II),Movie,George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",2002,"November 12, 2019",PG,143 min, Science Fiction,6.55
1548,Dan in Real Life,Movie,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",2007,"August 27, 2021",PG-13,99 min,Comedy,6.545
1549,Dan in Real Life,Movie,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",2007,"August 27, 2021",PG-13,99 min, Drama,6.545
1550,Dan in Real Life,Movie,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",2007,"August 27, 2021",PG-13,99 min, Romance,6.545
1551,Homeward Bound II: Lost in San Francisco,Movie,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",1996,"May 1, 2020",G,90 min,Action-Adventure,6.544
1552,Homeward Bound II: Lost in San Francisco,Movie,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",1996,"May 1, 2020",G,90 min, Animals & Nature,6.544
1553,Homeward Bound II: Lost in San Francisco,Movie,David Ellis,"Robert Hays, Kim Greist, Veronica Lauren, Kevin Chevalia, Benj Thall, Max Perlich",1996,"May 1, 2020",G,90 min, Family,6.544
1554,Disney's The Kid,Movie,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",2000,"November 12, 2019",PG,105 min,Comedy,6.542
1555,Disney's The Kid,Movie,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",2000,"November 12, 2019",PG,105 min, Drama,6.542
1556,Disney's The Kid,Movie,Jon Turteltaub,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart",2000,"November 12, 2019",PG,105 min, Family,6.542
1557,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Movie,Hamilton Luske,Walt Disney,1966,"November 12, 2019",TV-PG,51 min,Documentary,6.542
1558,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Movie,Hamilton Luske,Walt Disney,1966,"November 12, 2019",TV-PG,51 min, Family,6.542
1559,Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Movie,Hamilton Luske,Walt Disney,1966,"November 12, 2019",TV-PG,51 min, Variety,6.542
1560,Treasure Island,Movie,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie",1950,"November 12, 2019",PG,96 min,Action-Adventure,6.537
1561,Treasure Island,Movie,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie",1950,"November 12, 2019",PG,96 min, Family,6.537
1562,Marvel Studios' Thor: The Dark World,Movie,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård",2013,"November 12, 2019",PG-13,114 min,Action-Adventure,6.536
1563,Marvel Studios' Thor: The Dark World,Movie,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård",2013,"November 12, 2019",PG-13,114 min, Fantasy,6.536
1564,Marvel Studios' Thor: The Dark World,Movie,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins, Rene Russo, Stellan Skarsgård",2013,"November 12, 2019",PG-13,114 min, Science Fiction,6.536
1565,Santa's Workshop,Movie,Wilfred Jackson,Unknown,1932,"November 12, 2019",TV-G,7 min,Animation,6.532
1566,Santa's Workshop,Movie,Wilfred Jackson,Unknown,1932,"November 12, 2019",TV-G,7 min, Family,6.532
1567,Santa's Workshop,Movie,Wilfred Jackson,Unknown,1932,"November 12, 2019",TV-G,7 min, Fantasy,6.532
1568,Mission to the Sun,Movie,Daniel Smith,"Henry Goodman, Jack Baker",2018,"November 12, 2019",TV-PG,44 min,Documentary,6.526
1569,Cinderella III: A Twist in Time,Movie,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",2007,"November 12, 2019",G,79 min,Animation,6.526
